10000000000 2.88393e-09 2.59843e-09 1.10987
10000000000 2.87628e-09 2.60589e-09 1.10376
10000000000 2.88093e-09 2.59868e-09 1.10861
10000000000 2.88445e-09 2.59311e-09 1.11235
10000000000 2.88067e-09 2.59855e-09 1.10857
10000000000 2.88043e-09 2.60418e-09 1.10608
10000000000 2.87987e-09 2.60207e-09 1.10676
10000000000 2.88906e-09 2.60149e-09 1.11054
10000000000 2.87787e-09 2.59781e-09 1.10781
10000000000 2.89886e-09 2.60207e-09 1.11406
10000000000 2.90105e-09 2.61336e-09 1.11008
10000000000 2.87992e-09 2.60218e-09 1.10673
10000000000 2.87972e-09 2.60928e-09 1.10365
10000000000 2.89203e-09 2.61721e-09 1.105
10000000000 2.87811e-09 2.61664e-09 1.09993
10000000000 2.88122e-09 2.60057e-09 1.10792
10000000000 2.88876e-09 2.59987e-09 1.11112
10000000000 2.8793e-09 2.60129e-09 1.10687
10000000000 2.89326e-09 2.59415e-09 1.1153
10000000000 2.87834e-09 2.60014e-09 1.10699
10000000000 2.8914e-09 2.61792e-09 1.10446
10000000000 2.8851e-09 2.60235e-09 1.10865
10000000000 2.87697e-09 2.60204e-09 1.10566
10000000000 2.89151e-09 2.61895e-09 1.10407
10000000000 2.88018e-09 2.60751e-09 1.10457
10000000000 2.88225e-09 2.60608e-09 1.10597
10000000000 2.87959e-09 2.61012e-09 1.10324
10000000000 2.87916e-09 2.60177e-09 1.10662
10000000000 2.88121e-09 2.60154e-09 1.1075
10000000000 2.88903e-09 2.60273e-09 1.11
10000000000 2.88022e-09 2.60044e-09 1.10759
10000000000 2.88639e-09 2.60847e-09 1.10655
10000000000 2.88251e-09 2.60017e-09 1.10858
10000000000 2.89749e-09 2.61715e-09 1.10711
10000000000 2.88189e-09 2.61777e-09 1.10089
10000000000 2.90824e-09 2.59772e-09 1.11954
10000000000 2.89397e-09 2.5995e-09 1.11328
10000000000 2.8834e-09 2.60801e-09 1.10559
10000000000 2.88652e-09 2.59887e-09 1.11068
10000000000 2.88011e-09 2.61209e-09 1.1026
10000000000 2.8803e-09 2.61893e-09 1.0998
10000000000 2.88643e-09 2.60034e-09 1.11002
10000000000 2.87929e-09 2.6013e-09 1.10687
10000000000 2.88359e-09 2.60124e-09 1.10854
10000000000 2.88511e-09 2.60026e-09 1.10955
10000000000 2.88603e-09 2.61117e-09 1.10526
10000000000 2.88113e-09 2.60027e-09 1.10801
10000000000 2.90068e-09 2.60607e-09 1.11305
10000000000 2.88845e-09 2.59909e-09 1.11133
10000000000 2.89209e-09 2.60068e-09 1.11205
10000000000 2.88064e-09 2.61854e-09 1.10009
10000000000 2.87889e-09 2.59954e-09 1.10746
10000000000 2.89184e-09 2.60273e-09 1.11108
10000000000 2.88694e-09 2.59984e-09 1.11043
10000000000 2.88154e-09 2.60143e-09 1.10768
10000000000 2.88593e-09 2.60797e-09 1.10658
10000000000 2.88835e-09 2.6039e-09 1.10924
10000000000 2.88051e-09 2.60059e-09 1.10764
10000000000 2.87703e-09 2.60184e-09 1.10577
10000000000 2.89203e-09 2.59982e-09 1.1124
10000000000 2.88639e-09 2.61807e-09 1.10249
10000000000 2.88126e-09 2.61096e-09 1.10352
10000000000 2.87691e-09 2.60334e-09 1.10508
10000000000 2.8814e-09 2.60251e-09 1.10716
10000000000 2.88331e-09 2.59882e-09 1.10947
10000000000 2.8944e-09 2.61302e-09 1.10769
10000000000 2.90629e-09 2.60041e-09 1.11763
10000000000 2.89016e-09 2.60425e-09 1.10979
10000000000 2.88026e-09 2.59944e-09 1.10803
10000000000 2.88062e-09 2.60436e-09 1.10608
10000000000 2.88529e-09 2.6049e-09 1.10764
10000000000 2.88089e-09 2.61787e-09 1.10047
10000000000 2.87592e-09 2.60102e-09 1.10569
10000000000 2.87772e-09 2.60836e-09 1.10327
10000000000 2.88893e-09 2.59927e-09 1.11144
10000000000 2.8807e-09 2.60339e-09 1.10652
10000000000 2.8817e-09 2.60059e-09 1.10809
10000000000 2.89032e-09 2.61394e-09 1.10573
10000000000 2.88876e-09 2.60349e-09 1.10957
10000000000 2.87786e-09 2.60005e-09 1.10685
10000000000 2.87704e-09 2.60107e-09 1.1061
10000000000 2.87885e-09 2.60245e-09 1.1062
10000000000 2.87559e-09 2.60292e-09 1.10476
10000000000 2.88025e-09 2.60081e-09 1.10744
10000000000 2.87867e-09 2.61385e-09 1.10131
10000000000 2.87725e-09 2.6052e-09 1.10443
10000000000 2.8929e-09 2.60921e-09 1.10873
10000000000 2.88184e-09 2.60629e-09 1.10573
10000000000 2.87977e-09 2.60295e-09 1.10635
10000000000 2.88687e-09 2.60826e-09 1.10682
10000000000 2.8818e-09 2.59993e-09 1.10842
10000000000 2.8891e-09 2.60595e-09 1.10865
10000000000 2.87806e-09 2.59957e-09 1.10713
10000000000 2.87974e-09 2.60031e-09 1.10746
10000000000 2.87764e-09 2.60113e-09 1.1063
10000000000 2.88074e-09 2.60509e-09 1.10581
10000000000 2.88815e-09 2.6057e-09 1.1084
10000000000 2.8992e-09 2.60559e-09 1.11268
10000000000 2.89363e-09 2.61149e-09 1.10804
10000000000 2.87825e-09 2.6015e-09 1.10638
