10000000 7.64044e-08
10000000 7.66256e-08
10000000 8.10272e-08
10000000 8.20413e-08
10000000 7.93646e-08
10000000 7.93841e-08
10000000 7.95018e-08
10000000 7.97143e-08
10000000 7.58746e-08
10000000 7.65209e-08
10000000 7.87873e-08
10000000 7.89512e-08
10000000 7.64182e-08
10000000 7.66112e-08
10000000 7.96473e-08
10000000 7.98137e-08
10000000 7.47782e-08
10000000 7.4893e-08
10000000 7.49299e-08
10000000 7.553e-08
10000000 8.01247e-08
10000000 8.02992e-08
10000000 8.04765e-08
10000000 7.97177e-08
10000000 7.62719e-08
10000000 7.67584e-08
10000000 7.87378e-08
10000000 8.07827e-08
10000000 7.64515e-08
10000000 7.65498e-08
10000000 7.89413e-08
10000000 7.89591e-08
10000000 8.20789e-08
10000000 8.20892e-08
10000000 8.48084e-08
10000000 8.51431e-08
10000000 7.62257e-08
10000000 7.67463e-08
10000000 7.89147e-08
10000000 7.89912e-08
