10000000 7.7791e-08
10000000 7.78453e-08
10000000 7.80686e-08
10000000 7.77822e-08
10000000 7.52071e-08
10000000 7.79939e-08
10000000 7.81145e-08
10000000 8.11703e-08
10000000 7.75778e-08
10000000 7.81946e-08
10000000 7.82781e-08
10000000 7.94786e-08
10000000 7.77614e-08
10000000 7.77689e-08
10000000 7.85898e-08
10000000 8.01717e-08
10000000 7.77401e-08
10000000 7.84597e-08
10000000 7.87633e-08
10000000 7.91472e-08
10000000 7.6394e-08
10000000 7.86424e-08
10000000 7.96994e-08
10000000 8.33124e-08
10000000 7.62429e-08
10000000 7.64363e-08
10000000 7.99606e-08
10000000 8.34904e-08
10000000 7.78432e-08
10000000 7.89654e-08
10000000 7.89739e-08
10000000 7.92462e-08
10000000 7.80601e-08
10000000 7.82343e-08
10000000 7.8351e-08
10000000 7.85358e-08
10000000 7.82645e-08
10000000 7.99332e-08
10000000 8.29978e-08
10000000 8.44518e-08
