10000000 6.11506e-08
10000000 6.11825e-08
10000000 6.21879e-08
10000000 6.34239e-08
10000000 6.12601e-08
10000000 6.12712e-08
10000000 6.15978e-08
10000000 6.1682e-08
10000000 6.12322e-08
10000000 6.12681e-08
10000000 6.18289e-08
10000000 6.5454e-08
10000000 6.15889e-08
10000000 6.16888e-08
10000000 6.20407e-08
10000000 6.20743e-08
10000000 6.12162e-08
10000000 6.12412e-08
10000000 6.20286e-08
10000000 6.20602e-08
10000000 6.07431e-08
10000000 6.12989e-08
10000000 6.13427e-08
10000000 6.14019e-08
10000000 6.15802e-08
10000000 6.15878e-08
10000000 6.20933e-08
10000000 6.26479e-08
10000000 6.12476e-08
10000000 6.12866e-08
10000000 6.17692e-08
10000000 6.18074e-08
10000000 6.12764e-08
10000000 6.13004e-08
10000000 6.28842e-08
10000000 6.55948e-08
10000000 6.16525e-08
10000000 6.16608e-08
10000000 6.38704e-08
10000000 6.39313e-08
