10000000 6.16778e-08
10000000 6.17386e-08
10000000 6.23576e-08
10000000 6.23913e-08
10000000 6.11174e-08
10000000 6.32054e-08
10000000 6.33163e-08
10000000 6.50382e-08
10000000 6.11888e-08
10000000 6.16494e-08
10000000 6.25802e-08
10000000 6.26519e-08
10000000 6.16985e-08
10000000 6.17488e-08
10000000 6.18168e-08
10000000 6.32972e-08
10000000 6.16803e-08
10000000 6.17229e-08
10000000 6.28366e-08
10000000 6.94108e-08
10000000 6.17017e-08
10000000 6.17733e-08
10000000 6.22504e-08
10000000 6.22879e-08
10000000 6.15756e-08
10000000 6.37807e-08
10000000 6.40193e-08
10000000 6.47532e-08
10000000 6.17165e-08
10000000 6.17203e-08
10000000 6.17221e-08
10000000 6.17961e-08
10000000 6.26929e-08
10000000 6.30619e-08
10000000 6.34948e-08
10000000 6.37354e-08
10000000 6.15184e-08
10000000 6.15213e-08
10000000 6.56054e-08
10000000 6.58194e-08
